year,month,cumulative_sales
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,1,120312.87
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
2017,2,367615.89
